Sample name,title,source name,organism,characteristics: age,characteristics: developmental stage,characteristics: sex,molecule,description,processed data file ,raw file,BioSample,Instrument Model
M10_384Bulk_Plate1_S298,Tabula Muris Senis (bulk RNA seq),WBC_9,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126873,SAMN11855278,Illumina NovaSeq 6000
M10_384Bulk_Plate2_S298,Tabula Muris Senis (bulk RNA seq),Spleen_10,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126885,SAMN11855279,Illumina NovaSeq 6000
M10_384Bulk_Plate3_S298,Tabula Muris Senis (bulk RNA seq),Skin_10,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127430,SAMN11855280,Illumina NovaSeq 6000
M11_384Bulk_Plate1_S299,Tabula Muris Senis (bulk RNA seq),Pancreas_18,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127432,SAMN11855281,Illumina NovaSeq 6000
M11_384Bulk_Plate2_S299,Tabula Muris Senis (bulk RNA seq),BAT_45,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126834,SAMN11855282,Illumina NovaSeq 6000
M11_384Bulk_Plate3_S299,Tabula Muris Senis (bulk RNA seq),Spleen_19,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127032,SAMN11855283,Illumina NovaSeq 6000
M12_384Bulk_Plate1_S300,Tabula Muris Senis (bulk RNA seq),Lung_3,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126998,SAMN11855284,Illumina NovaSeq 6000
M12_384Bulk_Plate2_S300,Tabula Muris Senis (bulk RNA seq),Bone_44,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127080,SAMN11855285,Illumina NovaSeq 6000
M12_384Bulk_Plate3_S300,Tabula Muris Senis (bulk RNA seq),GAT_19,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127152,SAMN11855286,Illumina NovaSeq 6000
M13_384Bulk_Plate1_S301,Tabula Muris Senis (bulk RNA seq),Skin_50,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127151,SAMN11855287,Illumina NovaSeq 6000
M13_384Bulk_Plate2_S301,Tabula Muris Senis (bulk RNA seq),Pancreas_6,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127154,SAMN11855288,Illumina NovaSeq 6000
M13_384Bulk_Plate3_S301,Tabula Muris Senis (bulk RNA seq),Small_Intestine_52,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126857,SAMN11855289,Illumina NovaSeq 6000
M14_384Bulk_Plate1_S302,Tabula Muris Senis (bulk RNA seq),Pancreas_21,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127148,SAMN11855290,Illumina NovaSeq 6000
M14_384Bulk_Plate2_S302,Tabula Muris Senis (bulk RNA seq),SCAT_33,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126781,SAMN11855291,Illumina NovaSeq 6000
M14_384Bulk_Plate3_S302,Tabula Muris Senis (bulk RNA seq),NA11,Mus musculus C57/BL6,NA11,months postnatal,missing,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126793,SAMN11855292,Illumina NovaSeq 6000
M15_384Bulk_Plate1_S303,Tabula Muris Senis (bulk RNA seq),Lung_53,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126792,SAMN11855293,Illumina NovaSeq 6000
M15_384Bulk_Plate2_S303,Tabula Muris Senis (bulk RNA seq),Small_Intestine_55,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126776,SAMN11855294,Illumina NovaSeq 6000
M16_384Bulk_Plate1_S304,Tabula Muris Senis (bulk RNA seq),Pancreas_40,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126774,SAMN11855295,Illumina NovaSeq 6000
M16_384Bulk_Plate2_S304,Tabula Muris Senis (bulk RNA seq),Pancreas_34,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126662,SAMN11855296,Illumina NovaSeq 6000
M17_384Bulk_Plate1_S305,Tabula Muris Senis (bulk RNA seq),Kidney_22,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126695,SAMN11855297,Illumina NovaSeq 6000
M17_384Bulk_Plate2_S305,Tabula Muris Senis (bulk RNA seq),Skin_25,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126860,SAMN11855298,Illumina NovaSeq 6000
M18_384Bulk_Plate1_S306,Tabula Muris Senis (bulk RNA seq),MAT_53,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126661,SAMN11855299,Illumina NovaSeq 6000
M18_384Bulk_Plate2_S306,Tabula Muris Senis (bulk RNA seq),Kidney_12,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126658,SAMN11855300,Illumina NovaSeq 6000
M19_384Bulk_Plate1_S307,Tabula Muris Senis (bulk RNA seq),WBC_21,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126659,SAMN11855301,Illumina NovaSeq 6000
M19_384Bulk_Plate2_S307,Tabula Muris Senis (bulk RNA seq),Kidney_11,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126656,SAMN11855302,Illumina NovaSeq 6000
M2_384Bulk_Plate1_S290,Tabula Muris Senis (bulk RNA seq),Skin_41,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126657,SAMN11855303,Illumina NovaSeq 6000
M2_384Bulk_Plate2_S290,Tabula Muris Senis (bulk RNA seq),GAT_49,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126855,SAMN11855304,Illumina NovaSeq 6000
M2_384Bulk_Plate3_S290,Tabula Muris Senis (bulk RNA seq),Bone_39,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126655,SAMN11855305,Illumina NovaSeq 6000
M20_384Bulk_Plate1_S308,Tabula Muris Senis (bulk RNA seq),Skin_46,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127262,SAMN11855306,Illumina NovaSeq 6000
M20_384Bulk_Plate2_S308,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_20,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127260,SAMN11855307,Illumina NovaSeq 6000
M21_384Bulk_Plate1_S309,Tabula Muris Senis (bulk RNA seq),GAT_43,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127381,SAMN11855308,Illumina NovaSeq 6000
M21_384Bulk_Plate2_S309,Tabula Muris Senis (bulk RNA seq),Heart_43,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127380,SAMN11855309,Illumina NovaSeq 6000
M22_384Bulk_Plate1_S310,Tabula Muris Senis (bulk RNA seq),Skin_51,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127379,SAMN11855310,Illumina NovaSeq 6000
M22_384Bulk_Plate2_S310,Tabula Muris Senis (bulk RNA seq),BAT_37,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126886,SAMN11855311,Illumina NovaSeq 6000
M23_384Bulk_Plate1_S311,Tabula Muris Senis (bulk RNA seq),SCAT_22,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127377,SAMN11855312,Illumina NovaSeq 6000
M23_384Bulk_Plate2_S311,Tabula Muris Senis (bulk RNA seq),Marrow_33,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127376,SAMN11855313,Illumina NovaSeq 6000
M3_384Bulk_Plate1_S291,Tabula Muris Senis (bulk RNA seq),Heart_20,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126964,SAMN11855314,Illumina NovaSeq 6000
M3_384Bulk_Plate2_S291,Tabula Muris Senis (bulk RNA seq),MAT_14,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126928,SAMN11855315,Illumina NovaSeq 6000
M3_384Bulk_Plate3_S291,Tabula Muris Senis (bulk RNA seq),Pancreas_11,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127272,SAMN11855316,Illumina NovaSeq 6000
M4_384Bulk_Plate1_S292,Tabula Muris Senis (bulk RNA seq),Kidney_32,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127291,SAMN11855317,Illumina NovaSeq 6000
M4_384Bulk_Plate2_S292,Tabula Muris Senis (bulk RNA seq),SCAT_29,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127329,SAMN11855318,Illumina NovaSeq 6000
M4_384Bulk_Plate3_S292,Tabula Muris Senis (bulk RNA seq),Bone_52,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127330,SAMN11855319,Illumina NovaSeq 6000
M5_384Bulk_Plate1_S293,Tabula Muris Senis (bulk RNA seq),Spleen_11,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127331,SAMN11855320,Illumina NovaSeq 6000
M5_384Bulk_Plate2_S293,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_50,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127332,SAMN11855321,Illumina NovaSeq 6000
M5_384Bulk_Plate3_S293,Tabula Muris Senis (bulk RNA seq),Small_Intestine_53,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127333,SAMN11855322,Illumina NovaSeq 6000
M6_384Bulk_Plate1_S294,Tabula Muris Senis (bulk RNA seq),Lung_54,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127334,SAMN11855323,Illumina NovaSeq 6000
M6_384Bulk_Plate2_S294,Tabula Muris Senis (bulk RNA seq),Pancreas_33,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127549,SAMN11855324,Illumina NovaSeq 6000
M6_384Bulk_Plate3_S294,Tabula Muris Senis (bulk RNA seq),Small_Intestine_28,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127535,SAMN11855325,Illumina NovaSeq 6000
M7_384Bulk_Plate1_S295,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_45,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127015,SAMN11855326,Illumina NovaSeq 6000
M7_384Bulk_Plate2_S295,Tabula Muris Senis (bulk RNA seq),Liver_21,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127012,SAMN11855327,Illumina NovaSeq 6000
M7_384Bulk_Plate3_S295,Tabula Muris Senis (bulk RNA seq),GAT_48,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127309,SAMN11855328,Illumina NovaSeq 6000
M8_384Bulk_Plate1_S296,Tabula Muris Senis (bulk RNA seq),Bone_53,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127308,SAMN11855329,Illumina NovaSeq 6000
M8_384Bulk_Plate2_S296,Tabula Muris Senis (bulk RNA seq),Small_Intestine_21,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127311,SAMN11855330,Illumina NovaSeq 6000
M8_384Bulk_Plate3_S296,Tabula Muris Senis (bulk RNA seq),GAT_25,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127429,SAMN11855331,Illumina NovaSeq 6000
M9_384Bulk_Plate1_S297,Tabula Muris Senis (bulk RNA seq),Liver_38,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127313,SAMN11855332,Illumina NovaSeq 6000
M9_384Bulk_Plate2_S297,Tabula Muris Senis (bulk RNA seq),WBC_20,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127312,SAMN11855333,Illumina NovaSeq 6000
M9_384Bulk_Plate3_S297,Tabula Muris Senis (bulk RNA seq),Heart_50,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127035,SAMN11855334,Illumina NovaSeq 6000
N1_384Bulk_Plate1_S313,Tabula Muris Senis (bulk RNA seq),Brain_33,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127033,SAMN11855335,Illumina NovaSeq 6000
N1_384Bulk_Plate2_S313,Tabula Muris Senis (bulk RNA seq),Spleen_8,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126890,SAMN11855336,Illumina NovaSeq 6000
N1_384Bulk_Plate3_S313,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_39,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126891,SAMN11855337,Illumina NovaSeq 6000
N10_384Bulk_Plate1_S322,Tabula Muris Senis (bulk RNA seq),GAT_51,Mus musculus C57/BL6,12,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126888,SAMN11855338,Illumina NovaSeq 6000
N10_384Bulk_Plate2_S322,Tabula Muris Senis (bulk RNA seq),Small_Intestine_10,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126889,SAMN11855339,Illumina NovaSeq 6000
N10_384Bulk_Plate3_S322,Tabula Muris Senis (bulk RNA seq),GAT_27,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126894,SAMN11855340,Illumina NovaSeq 6000
N11_384Bulk_Plate1_S323,Tabula Muris Senis (bulk RNA seq),Pancreas_30,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126895,SAMN11855341,Illumina NovaSeq 6000
N11_384Bulk_Plate2_S323,Tabula Muris Senis (bulk RNA seq),Heart_18,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126817,SAMN11855342,Illumina NovaSeq 6000
N11_384Bulk_Plate3_S323,Tabula Muris Senis (bulk RNA seq),Marrow_41,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126828,SAMN11855343,Illumina NovaSeq 6000
N12_384Bulk_Plate1_S324,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_31,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126874,SAMN11855344,Illumina NovaSeq 6000
N12_384Bulk_Plate2_S324,Tabula Muris Senis (bulk RNA seq),Brain_27,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126887,SAMN11855345,Illumina NovaSeq 6000
N12_384Bulk_Plate3_S324,Tabula Muris Senis (bulk RNA seq),Liver_42,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127536,SAMN11855346,Illumina NovaSeq 6000
N13_384Bulk_Plate1_S325,Tabula Muris Senis (bulk RNA seq),Spleen_15,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127046,SAMN11855347,Illumina NovaSeq 6000
N13_384Bulk_Plate2_S325,Tabula Muris Senis (bulk RNA seq),GAT_47,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127062,SAMN11855348,Illumina NovaSeq 6000
N13_384Bulk_Plate3_S325,Tabula Muris Senis (bulk RNA seq),BAT_25,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127049,SAMN11855349,Illumina NovaSeq 6000
N14_384Bulk_Plate1_S326,Tabula Muris Senis (bulk RNA seq),WBC_53,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127540,SAMN11855350,Illumina NovaSeq 6000
N14_384Bulk_Plate2_S326,Tabula Muris Senis (bulk RNA seq),Pancreas_8,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127058,SAMN11855351,Illumina NovaSeq 6000
N14_384Bulk_Plate3_S326,Tabula Muris Senis (bulk RNA seq),NA12,Mus musculus C57/BL6,NA12,months postnatal,missing,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127538,SAMN11855352,Illumina NovaSeq 6000
N15_384Bulk_Plate1_S327,Tabula Muris Senis (bulk RNA seq),Kidney_15,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127537,SAMN11855353,Illumina NovaSeq 6000
N15_384Bulk_Plate2_S327,Tabula Muris Senis (bulk RNA seq),Liver_3,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126677,SAMN11855354,Illumina NovaSeq 6000
N16_384Bulk_Plate1_S328,Tabula Muris Senis (bulk RNA seq),Liver_20,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126676,SAMN11855355,Illumina NovaSeq 6000
N16_384Bulk_Plate2_S328,Tabula Muris Senis (bulk RNA seq),Marrow_49,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127497,SAMN11855356,Illumina NovaSeq 6000
N17_384Bulk_Plate1_S329,Tabula Muris Senis (bulk RNA seq),SCAT_48,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127498,SAMN11855357,Illumina NovaSeq 6000
N17_384Bulk_Plate2_S329,Tabula Muris Senis (bulk RNA seq),Small_Intestine_12,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126960,SAMN11855358,Illumina NovaSeq 6000
N18_384Bulk_Plate1_S330,Tabula Muris Senis (bulk RNA seq),MAT_44,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126961,SAMN11855359,Illumina NovaSeq 6000
N18_384Bulk_Plate2_S330,Tabula Muris Senis (bulk RNA seq),Small_Intestine_30,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126954,SAMN11855360,Illumina NovaSeq 6000
N19_384Bulk_Plate1_S331,Tabula Muris Senis (bulk RNA seq),Pancreas_22,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126955,SAMN11855361,Illumina NovaSeq 6000
N19_384Bulk_Plate2_S331,Tabula Muris Senis (bulk RNA seq),Brain_10,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126956,SAMN11855362,Illumina NovaSeq 6000
N2_384Bulk_Plate1_S314,Tabula Muris Senis (bulk RNA seq),Small_Intestine_19,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126957,SAMN11855363,Illumina NovaSeq 6000
N2_384Bulk_Plate2_S314,Tabula Muris Senis (bulk RNA seq),Skin_20,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127482,SAMN11855364,Illumina NovaSeq 6000
N2_384Bulk_Plate3_S314,Tabula Muris Senis (bulk RNA seq),Brain_41,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127483,SAMN11855365,Illumina NovaSeq 6000
N20_384Bulk_Plate1_S332,Tabula Muris Senis (bulk RNA seq),Spleen_32,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126990,SAMN11855366,Illumina NovaSeq 6000
N20_384Bulk_Plate2_S332,Tabula Muris Senis (bulk RNA seq),GAT_50,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126991,SAMN11855367,Illumina NovaSeq 6000
N21_384Bulk_Plate1_S333,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_4,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126992,SAMN11855368,Illumina NovaSeq 6000
N21_384Bulk_Plate2_S333,Tabula Muris Senis (bulk RNA seq),WBC_19,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126993,SAMN11855369,Illumina NovaSeq 6000
N22_384Bulk_Plate1_S334,Tabula Muris Senis (bulk RNA seq),Bone_19,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126986,SAMN11855370,Illumina NovaSeq 6000
N22_384Bulk_Plate2_S334,Tabula Muris Senis (bulk RNA seq),Bone_54,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126987,SAMN11855371,Illumina NovaSeq 6000
N23_384Bulk_Plate1_S335,Tabula Muris Senis (bulk RNA seq),Skin_27,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126988,SAMN11855372,Illumina NovaSeq 6000
N23_384Bulk_Plate2_S335,Tabula Muris Senis (bulk RNA seq),Bone_17,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126989,SAMN11855373,Illumina NovaSeq 6000
